"","co","name","time","city","loan","atot"
"364","1095638","FARMERS BSHRS","2001","HARDINSBURG",113438,"153628"
"365","1095674","ARVEST BK GRP","2001","BENTONVILLE",3332704,"4733399"
"366","1095722","TOWN & COUNTRY BSHRS","2001","SALEM",167315,"220380"
"367","1095759","PHELPS CTY BSHRS","2001","ROLLA",106742,"170802"
"368","1095816","T&C BANCORP","2001","QUINCY",135628,"180445"
"369","1095852","WEST PLAINS BSHRS","2001","WEST PLAINS",115011,"174832"
"370","1095889","FIRST IL BANCORP","2001","EAST SAINT LOUIS",147221,"312468"
"371","1095982","FIRST M&F CORP","2001","KOSCIUSKO",661282,"1016766"
"372","1096176","EXCHANGE BSHRS","2001","MAYFIELD",173061,"248052"
"373","1096372","ROYAL BSHRS","2001","SAINT LOUIS",176964,"259944"
"374","1096448","FIRST STATE BKG CORP","2001","RUSSELLVILLE",133619,"170573"
"375","1096484","PLANTERS HOLDING COMPANY","2001","INDIANOLA",226734,"378776"
"376","1096505","FIRST SECURITY BANCORP","2001","SEARCY",875483,"1380358"
"377","1096550","FIRST ARKANSAS BSHRS","2001","JACKSONVILLE",130515,"239553"
"378","1096952","GUARANTY CAPITAL CORP","2001","BELZONI",155330,"228626"
"379","1097007","BANTERRA CORP","2001","ELDORADO",496493,"768668"
"380","1097016","BREMEN BC","2001","SAINT LOUIS",94610,"160230"
"381","1097025","REPUBLIC BANCORP","2001","LOUISVILLE",1220193,"1590831"
"382","1097061","PEOPLES CORP","2001","RIPLEY",132759,"267529"
"383","1097070","FIRST NATIONAL HC","2001","OXFORD",108762,"191865"
"384","1097089","BANK OF THE OZARKS","2001","LITTLE ROCK",616076,"871379"
"385","1097098","CALLAWAY SCTY BKS","2001","FULTON",124419,"195415"
"386","1097100","FIRST VALLEY NAT CORP","2001","CLARKSDALE",94430,"160981"
"387","1097173","LINCOLN CTY BC","2001","TROY",273144,"424073"
"388","1097182","UNITED CMNTY BC","2001","CHATHAM",271834,"463839"
"389","1097221","OHIO VALLEY BANCORP","2001","HENDERSON",116133,"155742"
"390","1097249","WEST TENNESSEE BSHRS","2001","BARTLETT",246565,"506170"
"391","1097306","BANCPLUS CORP","2001","RIDGELAND",812002,"1080752"
"392","1097388","FIRST DELTA BSHRS","2001","BLYTHEVILLE",92654,"198346"
"393","1097445","BANCSTAR","2001","FESTUS",199116,"273963"
"394","1097511","UNIVERSAL BANCORP","2001","BLOOMFIELD",195596,"304214"
"395","1097566","CITIZENS UNION BANCORP","2001","SHELBYVILLE",310811,"434755"
"396","1097575","FIRST NAT BSHRS","2001","CAMDENTON",104998,"214390"
"397","1097614","BANCORPSOUTH","2001","TUPELO",6140155,"9406558"
"398","1097771","STATE CAPITAL CORP","2001","GREENWOOD",359079,"459323"
"399","1097799","COMMUNITY FINANCIAL GROUP","2001","CABOT",227019,"304112"
"400","1097838","HARDIN CTY BSHRS","2001","SAVANNAH",105378,"171055"
"401","1097922","MONTICELLO BSHRS","2001","MONTICELLO",202608,"273218"
"402","1097986","COMMUNITY FINANCIAL SERVICES","2001","BENTON",218430,"316021"
"403","1098031","EDMONTON BSHRS","2001","EDMONTON",160205,"239412"
"404","1098095","MID-AMERICA BANCORP","2001","LOUISVILLE",1165894,"2098224"
"405","1098152","FRANKLIN BANCORP","2001","FRANKLIN",174336,"190488"
"406","1098303","OLD NAT BC","2001","EVANSVILLE",6132854,"9082708"
"407","1098367","MOUNTAIN BSHRS","2001","YELLVILLE",131110,"197001"
"408","1098385","SVB&T CORP","2001","FRENCH LICK",208163,"240450"
"409","1098415","MOUNTAIN HOME BSHRS","2001","MOUNTAIN HOME",165750,"273032"
"410","1098509","SECURITY CAPITAL CORP","2001","BATESVILLE",170118,"278247"
"411","1098527","SOUTH CENTRAL BANCSHARES INC","2001","RUSSELLVILLE",178363,"325232"
"412","1098581","COUNTRY BANCORP","2001","HILLSBORO",137092,"221644"
"413","1098590","BANCORP OF SOUTHERN IN","2001","SEYMOUR",216350,"309402"
"414","1098620","GERMAN AMER BC","2001","JASPER",662705,"1015111"
"415","1098648","CASS INFO SYS","2001","BRIDGETON",381452,"600875"
"416","1098705","FIRST ST BC","2001","CARUTHERSVILLE",186112,"289036"
"417","1098732","FARMERS CAPITAL BK CORP","2001","FRANKFORT",701869,"1183530"
"418","1098741","GERMANTOWN BANC CORP","2001","GERMANTOWN",121507,"242122"
"419","1098796","FIRST CITIZENS BSHRS","2001","DYERSBURG",369026,"537991"
"420","1098844","RENASANT CORP","2001","TUPELO",827500,"1254727"
"421","1098880","FIRST UNION FINANCIAL CORP","2001","MONTICELLO",110229,"168814"
"422","1099047","CENTRAL SHARES","2001","LEBANON",137467,"176820"
"423","1099074","SOUTHERN BSHRS CORP","2001","SAINT LOUIS",356763,"473950"
"424","1099122","WILSON & MUIR BANCORP","2001","BARDSTOWN",162896,"259414"
"425","1099140","FIRST BANCORP","2001","RUSSELL SPRINGS",124575,"214269"
"426","1099195","LBT BSHRS","2001","LITCHFIELD",102930,"169227"
"427","1099300","REELFOOT BSHRS","2001","UNION CITY",113442,"159830"
"428","1099328","MERCANTILE BANCORP","2001","QUINCY",513380,"772423"
"429","1099382","COMMERCIAL HC","2001","PARIS",237840,"351544"
"430","1099449","BANCSHARES OF EASTERN AR","2001","FORREST CITY",79347,"220379"
"431","1099654","FIRST VANDALIA CORP","2001","VANDALIA",91306,"159280"
"432","1099672","FARMERS & MERCHANTS BSHRS","2001","STUTTGART",130207,"209241"
"433","1099690","FNBC BC","2001","ASH FLAT",152860,"220516"
"434","1099766","CMNTY FIRST FNCL GROUP","2001","CHAPEL HILL",250037,"428533"
"435","1099814","MARIES CTY BC","2001","VIENNA",215248,"311654"
"436","1099823","BANCSHARES RIPLEY","2001","RIPLEY",66297,"158857"
"437","1099908","PADUCAH BSHRS","2001","PADUCAH",233128,"327508"
"438","1099917","FIRST ST BSHRS","2001","FARMINGTON",325139,"432149"
"439","1099980","MNB BSHRS","2001","MALVERN",184951,"343134"
"440","1100000","INDEPENDENT SOUTH BSHRS","2001","BROWNSVILLE",387045,"536972"
"441","1100037","CADENCE FNCL CORP","2001","STARKVILLE",622941,"1050802"
"442","1100046","STATE HOLDING CO","2001","LITTLE ROCK",96054,"173321"
"443","1100091","FIRST WESTERN BSHRS","2001","BOONEVILLE",125560,"182208"
"444","1100112","FIRST FARMERS BK HC","2001","BARDSTOWN",134346,"202334"
"445","1100176","FIRST COMMUNITY BKG CORP","2001","HOT SPRINGS",199085,"314321"
"446","1100224","FIRST NAT BSHRS HEMPSTEAD CTY","2001","HOPE",103134,"168231"
"447","1100233","MISSISSIPPI VALLEY BSHRS","2001","SAINT LOUIS",1475868,"2055077"
"448","1100813","FIRST TX BC","2001","GEORGETOWN",205526,"589114"
"449","1101726","TEXAS GULF BSHRS","2001","HOUSTON",97836,"207909"
"450","1101735","BANCSHARES","2001","HOUSTON",267813,"292547"
"451","1102200","COMMUNITY CO","2001","WACO",143315,"239584"
"452","1102312","FIRST FNCL BSHRS","2001","ABILENE",940131,"1929694"
"453","1102367","CULLEN/FROST BKR","2001","SAN ANTONIO",4529593,"8430388"
"454","1102581","CU BK SHARES","2001","DALLAS",140931,"274835"
"455","1103177","AMERICAN ST FNCL CORP","2001","LUBBOCK",466618,"1401961"
"456","1103391","HALECO BSHRS","2001","PLAINVIEW",141581,"258526"
"457","1103524","FIRST BKS AMERICA","2001","SAN FRANCISCO",2321945,"3045480"
"458","1103766","LONGVIEW FC","2001","LONGVIEW",413322,"537376"
"459","1103793","PLANTERS & MRCH BSHRS","2001","HEARNE",86066,"153319"
"460","1103878","TEXAS INDEPENDENT BSHRS","2001","TEXAS CITY",171168,"396966"
"461","1104017","COMMUNITY BK HOLD TX","2001","CORSICANA",147941,"265363"
"462","1104080","SUMMIT BSHRS","2001","FORT WORTH",430754,"636829"
"463","1104147","REUNION BSHRS","2001","DALLAS",126924,"178778"
"464","1104231","INTERNATIONAL BSHRS CORP","2001","LAREDO",2648532,"6381402"
"465","1104325","KLEBERG AND CO BKR","2001","KINGSVILLE",88800,"166068"
"466","1104642","FIRST FABENS BC","2001","FABENS",110115,"163834"
"467","1104660","DIBOLL ST BSHRS","2001","DIBOLL",304738,"503782"
"468","1104923","EXTRACO CORP","2001","WACO",453527,"702311"
"469","1105078","AMADOR BSHRS","2001","LAS CRUCES",135269,"209326"
"470","1105162","BBVA USA BSHRS","2001","LAREDO",1432804,"2922889"
"471","1105425","STERLING BSHRS","2001","HOUSTON",1928292,"2777870"
"472","1105470","FIRST CITIZENS BSHRS","2001","WAXAHACHIE",245575,"285835"
"473","1105528","FIRST GRANBURY BC","2001","GRANBURY",87206,"232682"
"474","1105751","FIRST BAIRD BSHRS","2001","BEDFORD",173509,"276184"
"475","1106132","CENTRABANC CORP","2001","WACO",233833,"370138"
"476","1106468","CENTRAL BSHRS","2001","HOUSTON",133425,"196432"
"477","1106516","FIRST NB GROUP","2001","EDINBURG",542877,"1218707"
"478","1106628","CBC","2001","CLOVIS",93235,"168732"
"479","1106879","BROADWAY BSHRS","2001","SAN ANTONIO",583078,"1276848"
"480","1107184","SOUTHERN BSHRS","2001","HOUSTON",167107,"205670"
"481","1107193","AMERICO BSHRS","2001","WOLFFORTH",260216,"348948"
"482","1107205","AMARILLO NAT BC","2001","AMARILLO",905112,"1428463"
"483","1107308","SECURITY HC","2001","FREDERICKSBURG",281366,"448332"
"484","1107522","MOODY BSHRS","2001","GALVESTON",131898,"480164"
"485","1107595","NACOGDOCHES CMRL BSHRS","2001","NACOGDOCHES",152506,"284167"
"486","1107700","FIRST GRAHAM BC","2001","GRAHAM",100650,"168691"
"487","1107821","ALAMO CORP OF TX","2001","ALAMO",132304,"194911"
"488","1107830","FIRST NM FNCL CORP","2001","DEMING",101675,"183479"
"489","1107997","WEST TX BSHRS","2001","KERMIT",85635,"153331"
"490","1108042","SABINE BSHRS","2001","MANY",191084,"291073"
"491","1108097","FIRST CMNTY BSHRS","2001","KILLEEN",190542,"488453"
"492","1108163","PLAINS BC","2001","DIMMITT",144995,"244510"
"493","1108350","AUSTIN BC","2001","JACKSONVILLE",435272,"555018"
"494","1108659","PROGRESSIVE BC","2001","MONROE",159391,"209068"
"495","1108707","FIRSTPERRYTON BC","2001","PERRYTON",226098,"402191"
"496","1108761","WORTH BC","2001","LAKE WORTH",121237,"187490"
"497","1108967","FIRST ARTESIA BSHRS","2001","ARTESIA",150312,"269432"
"498","1109012","TEJAS BSHRS","2001","MINNEAPOLIS",316284,"356773"
"499","1109094","INDEPENDENT BKR FC","2001","IRVING",498587,"1019285"
"500","1109227","WESTERN CMRC BSHRS CARLSBAD","2001","CARLSBAD",143947,"256093"
"501","1109263","PSB FC","2001","MANY",98963,"209095"
"502","1109290","JEFFERSON BSHRS","2001","SAN ANTONIO",250852,"480937"
"503","1109320","FARMERS BSHRS","2001","CENTER",102223,"162677"
"504","1109496","HERRING BC","2001","AMARILLO",200379,"276807"
"505","1109599","PROSPERITY BSHRS","2001","HOUSTON",424399,"1262326"
"506","1109656","TEXAS RGNL BSHRS","2001","MCALLEN",1710001,"2590812"
"507","1109825","CNB FNCL CORP","2001","TAYLOR",63009,"159084"
"508","1109834","FIRST-WEST TX BSHRS","2001","MIDLAND",155341,"268903"
"509","1109946","CENTURY BSHRS","2001","MINNEAPOLIS",210130,"312187"
"510","1109964","AMERICAN BK HOLDING CORP","2001","CORPUS CHRISTI",296631,"430350"
"511","1109991","NORTH AMER BSHRS","2001","SHERMAN",539051,"818582"
"512","1110036","KLEIN BSHRS","2001","HOUSTON",170269,"495074"
"513","1110045","AMERICAN NAT BSHRS","2001","WACO",130375,"217999"
"514","1111088","CENTURY BC","2001","MEDFORD",462772,"1271022"
"515","1111435","STATE STREET CORP","2001","BOSTON",5962874,"69895857"
"516","1113514","FLEETBOSTON FNCL CORP","2001","BOSTON",128925000,"203638000"
"517","1114502","CONNECTICUT RIVER BC","2001","CHARLESTOWN",129293,"184250"
"518","1114605","CHITTENDEN CORP","2001","BURLINGTON",2888903,"4152936"
"519","1114799","FIRST FNCL CORP","2001","PROVIDENCE",113940,"185188"
"520","1114940","UNION BSHRS","2001","MORRISVILLE",250944,"336376"
"521","1115013","CAMBRIDGE BC","2001","CAMBRIDGE",220984,"601435"
"522","1115040","COMMUNITY BC","2001","DERBY",192205,"288678"
"523","1115330","FIRST & OCEAN BC","2001","NEWBURYPORT",163953,"232642"
"524","1115349","WASHINGTON TR BC","2001","WESTERLY",613355,"1365363"
"525","1115358","COMMUNITY BC","2001","HUDSON",190363,"402706"
"526","1115367","WESTBANK CORP","2001","WEST SPRINGFIELD",443902,"629236"
"527","1115385","BAR HARBOR BSHRS","2001","BAR HARBOR",297970,"487203"
"528","1115406","GRAND BK CORP","2001","MARBLEHEAD",125157,"209925"
"529","1115424","UNION BSHRS CO","2001","ELLSWORTH",214531,"361381"
"530","1115433","BEVERLY NAT CORP","2001","BEVERLY",181944,"310329"
"531","1116609","UNIVEST CORP OF PA","2001","SOUDERTON",798329,"1260713"
"532","1117026","NATIONAL PENN BSHRS","2001","BOYERTOWN",1856369,"2727482"
"533","1117129","FULTON FNCL CORP","2001","LANCASTER",5391394,"7770711"
"534","1117156","SUSQUEHANNA BSHRS","2001","LITITZ",3519498,"5051092"
"535","1117192","HARLEYSVILLE NAT CORP","2001","HARLEYSVILLE",1316609,"2208971"
"536","1117213","PALM BC","2001","PALMERTON",220460,"339489"
"537","1117259","OMEGA FNCL CORP","2001","STATE COLLEGE",760354,"1161714"
"538","1117316","AMERISERV FNCL","2001","JOHNSTOWN",599481,"1198859"
"539","1117455","DNB FNCL CORP","2001","DOWNINGTOWN",186051,"389404"
"540","1117464","ACNB CORP","2001","GETTYSBURG",362579,"629665"
"541","1117482","FIRST COLONIAL GROUP","2001","NAZARETH",229565,"465144"
"542","1117491","FNB BC","2001","NEWTOWN",282823,"507355"
"543","1117512","JUNIATA VALLEY FNCL CORP","2001","MIFFLINTOWN",230524,"356757"
"544","1117679","COMMERCE BC LLC","2001","CHERRY HILL",4718996,"11342241"
"545","1117688","PENNS WOODS BC","2001","JERSEY SHORE",255616,"424810"
"546","1117709","COMMUNITY BKS","2001","HARRISBURG",867757,"1509734"
"547","1117718","SUN BC PA","2001","LEWISBURG",521724,"920855"
"548","1117736","PROMISTAR FNCL CORP","2001","JOHNSTOWN",1611931,"2358809"
"549","1117772","COLUMBIA FNCL CORP","2001","BLOOMSBURG",134122,"204383"
"550","1118229","COMM BC","2001","CLARKS SUMMIT",312207,"460358"
"551","1118238","FRANKLIN FNCL SVC CORP","2001","CHAMBERSBURG",307243,"498956"
"552","1118265","FIRST KEYSTONE CORP","2001","BERWICK",198224,"393472"
"553","1118283","CCFNB BC","2001","BLOOMSBURG",142990,"214238"
"554","1118292","TOWER BC","2001","HARRISBURG",168967,"247618"
"555","1118340","CNB FNCL CORP","2001","CLEARFIELD",391507,"592794"
"556","1118368","CITIZENS FNCL SVC","2001","MANSFIELD",271714,"421110"
"557","1118425","FIRST CHESTER CTY CORP","2001","WEST CHESTER",448110,"584332"
"558","1118434","QNB CORP","2001","QUAKERTOWN",202211,"451274"
"559","1118797","FIRST BKS","2001","SAINT LOUIS",5407955,"6745533"
"560","1118854","INDEPENDENCE BSHRS","2001","OWENSBORO",220073,"273618"
"561","1118948","COMMONWEALTH BSHRS","2001","LOUISVILLE",394755,"563049"
"562","1119075","HARDEMAN COUNTY INVESTMENT","2001","JACKSON",154400,"221506"
"563","1119244","BOYLE BANCORP","2001","DANVILLE",181757,"307258"
"564","1119329","BOOTHEEL BANCORP","2001","POPLAR BLUFF",100735,"178950"
"565","1119347","JACKSON FINANCIAL CORPORATION","2001","MAYFIELD",123476,"166787"
"566","1119365","SPRINGFIELD BSHRS","2001","SPRINGFIELD",95264,"157451"
"567","1119383","FIRST PARAGOULD BSHRS","2001","PARAGOULD",270034,"391437"
"568","1119404","FIRST BRECKINRIDGE BSHRS","2001","IRVINGTON",254165,"487051"
"569","1119495","MONTGOMERY BC","2001","SIKESTON",361985,"544151"
"570","1119525","WASHCO BSHRS","2001","POTOSI",89922,"164620"
"571","1119628","NEW ERA BC","2001","FREDERICKTOWN",134646,"209767"
"572","1119794","U S BC","2001","MINNEAPOLIS",117225000,"171390000"
"573","1120754","WELLS FARGO & CO","2001","SAN FRANCISCO",207649000,"307569000"
"574","1121229","DACOTAH BKS","2001","ABERDEEN",558756,"863084"
"575","1121733","S&C BANCO","2001","NEW RICHMOND",206994,"314167"
"576","1121779","MICHIGAN FC","2001","MINNEAPOLIS",496908,"903050"
"577","1121788","FIDELITY CORP","2001","BURKE",90919,"201885"
"578","1121993","GUARANTY DEVELOPMENT CO","2001","LIVINGSTON",193918,"253376"
"579","1122057","JORGENSON HC","2001","KENMARE",142146,"218472"
"580","1122075","INTER-MOUNTAIN BC","2001","BOZEMAN",200981,"372161"
"581","1122084","CITIZENS DEV CO","2001","BILLINGS",254252,"374484"
"582","1122123","CHRISTEN GROUP","2001","HURON",469051,"683709"
"583","1122422","NORTHEAST SECURITIES CORP","2001","MINNEAPOLIS",160764,"237507"
"584","1122851","EASTWOOD FC","2001","ROCHESTER",140966,"200046"
"585","1123072","FISHBACK FC","2001","BROOKINGS",454216,"696963"
"586","1123193","MARQUETTE FNCL CO","2001","MINNEAPOLIS",2439383,"3286027"
"587","1123223","WESTERN ST AGY","2001","DEVILS LAKE",231691,"265721"
"588","1123401","FIRST SLEEPY EYE BC","2001","SIOUX FALLS",111177,"170911"
"589","1123410","STERLING FNCL GROUP","2001","ROCHESTER",217596,"270026"
"590","1123447","RICHFIELD ST AGY","2001","RICHFIELD",448982,"748661"
"591","1123670","FIRST INTRST BANCSYSTEM","2001","BILLINGS",2156928,"3314916"
"592","1123876","FIRST BEMIDJI HC","2001","BEMIDJI",167943,"310225"
"593","1123885","FARMERS ST CORP","2001","MANKATO",250925,"404177"
"594","1123915","KLEIN FNCL","2001","CHASKA",735012,"1091633"
"595","1123933","MACKINAC FC","2001","MANISTIQUE",504310,"636598"
"596","1124060","SOUTH DAKOTA BSHRS","2001","PIERRE",241143,"332274"
"597","1124163","BOSSHARD BANCO","2001","LACROSSE",193989,"276882"
"598","1124257","SECURITY ST BHC","2001","FARGO",131129,"173476"
"599","1124538","CHARTER 95 CORP","2001","SAINT PAUL",220293,"301876"
"600","1124659","HIGHLAND BSHRS","2001","SAINT MICHAEL",175892,"293000"
"601","1124770","OSCEOLA BC","2001","OSCEOLA",157963,"214809"
"602","1124789","SECURITY BSHRS CO","2001","GLENCOE",145491,"249442"
"603","1124891","WESTERN BSHRS","2001","SAINT PAUL",222142,"293178"
"604","1124921","YELLOWSTONE HC","2001","COLUMBUS",137155,"247771"
"605","1125085","TYSAN CORP","2001","MINNEAPOLIS",149783,"223417"
"606","1125227","ROCKY MOUNTAIN BC","2001","BILLINGS",211049,"319613"
"607","1125236","BANKFIRST CORP","2001","SIOUX FALLS",865487,"899931"
"608","1125245","WILCOX BSHRS","2001","GRAND RAPIDS",109558,"206446"
"609","1125281","SIGNAL FC","2001","MENDOTA HEIGHTS",793178,"1072177"
"610","1125357","FIRST NAT FS","2001","ELK RIVER",306645,"409178"
"611","1125740","HOPKINS FC","2001","MITCHELL",236324,"335755"
"612","1125777","EXCEL BC","2001","MINNEAPOLIS",236979,"266301"
"613","1125843","COMMUNITY BANC CORP SHEBOYGAN","2001","SHEBOYGAN",227472,"292235"
"614","1126028","BANCMIDWEST CORP","2001","SAINT PAUL",144895,"220848"
"615","1126037","FINLAYSON BSHRS","2001","FINLAYSON",128244,"163158"
"616","1126046","STOCKMAN FC","2001","MILES CITY",495284,"822268"
"617","1126121","DAIRY ST BC","2001","RICE LAKE",154587,"294260"
"618","1126149","CROSSTOWN HC","2001","BLAINE",92017,"154979"
"619","1126318","WALKER BAN CO","2001","WALKER",181644,"256898"
"620","1126354","MINNEHAHA BSHRS","2001","SIOUX FALLS",418292,"693075"
"621","1126475","ANCHOR BC","2001","WAYZATA",514463,"756920"
"622","1126729","STARION BC","2001","BISMARCK",204180,"324473"
"623","1126868","RAMSEY FC","2001","DEVILS LAKE",113501,"156163"
"624","1127146","ALLIANCE FS","2001","SAINT PAUL",241773,"323453"
"625","1127294","CAPITOL BC","2001","BRITTON",182830,"221552"
"626","1127324","MCLEOD BSHRS","2001","SHOREWOOD",123272,"215969"
"627","1127650","WESTBRAND","2001","MINOT",151887,"284149"
"628","1127913","DUKE FNCL GROUP","2001","MINNEAPOLIS",290861,"406175"
"629","1128134","FORSTROM BC","2001","CLARA CITY",131244,"186527"
"630","1128228","CHEROKEE BSHRS","2001","SAINT PAUL",147780,"214630"
"631","1128358","FRANDSEN FC","2001","ARDEN HILLS",443763,"758904"
"632","1128460","BANCOMMUNITY SVC CORP","2001","SAINT PETER",145282,"226888"
"633","1128497","SECURITY BSHRS","2001","IRON RIVER",78095,"108414"
"634","1128527","PROFINIUM FNCL HOLD","2001","FAIRMONT",134405,"193036"
"635","1128581","VERMILLION BSHRS","2001","VERMILLION",141352,"229062"
"636","1128769","MERCHANTS FNCL GROUP","2001","WINONA",403049,"580314"
"637","1129029","BAKKEN SECURITIES","2001","SAINT LOUIS PARK",131074,"204387"
"638","1129382","POPULAR","2001","SAN JUAN",18168000,"30745000"
"639","1129430","COMMUNITY BSHRS","2001","BLOUNTSVILLE",501520,"727591"
"640","1129467","EASTERN MI FC","2001","CROSWELL",145590,"195646"
"641","1129515","FIVE FLAGS BK","2001","PENSACOLA",34270,"168448"
"642","1129533","AUBURN NBC","2001","AUBURN",271834,"473420"
"643","1129618","LIZTON FC","2001","LIZTON",93781,"190005"
"644","1129681","CONTINENTAL BC","2001","MIAMI",112849,"169275"
"645","1129823","SOUTHERN NB","2001","FORT WALTON BEACH",185625,"309186"
"646","1129869","SCB BC","2001","DECATUR",145888,"229011"
"647","1129887","NORTHERN EMPIRE BSHRS","2001","SANTA ROSA",472145,"561004"
"648","1129935","LAFAYETTE BC","2001","LAFAYETTE",573787,"761728"
"649","1130089","FACTORY POINT BC","2001","MANCHESTER CENTER",165248,"268416"
"650","1130098","ALPINE BC","2001","BELVIDERE",420422,"658395"
"651","1130164","DEMOTTE BC","2001","DEMOTTE",130395,"225516"
"652","1130249","CAMDEN NAT CORP","2001","CAMDEN",724042,"1089355"
"653","1130315","PEOPLES FNCL CORP","2001","FORD CITY",229293,"321957"
